Rx_Number,Path_Power_dBm,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordinates
1,-41.6557,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.15143 0.599956, 5.25263 -1.94741 0.599681, 5.25454 -1.94646 0.59968, 5.65853 -2.14952 0.599406, 5.5 -2.23 0.6"
1,-43.7444,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.25263 -1.96475 0.6, 5.28683 -1.94646 0.6, 5.65853 -2.14522 0.6, 5.5 -2.23 0.6"
1,-43.8488,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.35616 -1.96475 0.6, 2.33182 -1.9668 0.6, 5.5 -2.23 0.6"
1,-43.8488,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.33182 -1.9668 0.6, 2.35616 -1.96475 0.6, 5.5 -2.23 0.6"
1,-44.2501,Tx-D-R-Rx,4,"5.5 -2.23 0.6, -1.37758 -1.94691 0.117892, -1.36657 -1.94646 0.118664, 5.5 -2.23 0.6"
1,-44.2501,Tx-R-D-Rx,4,"5.5 -2.23 0.6, -1.36657 -1.94646 0.118664, -1.37758 -1.94691 0.117892, 5.5 -2.23 0.6"
1,-44.2545,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.40631 -1.96069 0.6, 2.55417 -1.94646 0.6, 5.5 -2.23 0.6"
1,-44.3197,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.25388 -1.94646 0.100288, 5.25362 -1.94676 0.0997569, 5.25263 -1.94789 0.101752, 5.5 -2.23 0.6"
1,-44.4348,Tx-R-Rx,3,"5.5 -2.23 0.6, 5.5 -4.28868 0.599997, 5.5 -2.23 0.6"
1,-45.3386,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 2.44559 -1.96069 0.117892, 2.40631 -1.95696 0.123937, 2.51682 -1.94646 0.140942, 5.5 -2.23 0.6"
1,-46.3543,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.1555 0.6, 5.25263 -1.96475 0.6, 5.5 -2.23 0.6"
1,-46.3543,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.25263 -1.96475 0.6, 5.65853 -2.1555 0.6, 5.5 -2.23 0.6"
1,-46.4453,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 1.54702 -1.9668 0.6, 1.81161 -1.94646 0.6, 5.5 -2.23 0.6"
1,-46.5004,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 1.54702 -1.9668 0.148054, 1.54848 -1.96669 0.147888, 1.81161 -1.94646 0.177994, 5.5 -2.23 0.6"
1,-47.2983,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 1.54702 -1.9668 2.47563, 1.54837 -1.9667 2.47627, 1.81163 -1.94646 2.35127, 5.5 -2.23 0.6"
1,-47.5851,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 1.55308 -1.9668 2.47627, 1.54702 -1.96634 2.4734, 1.80601 -1.94646 2.35066, 5.5 -2.23 0.6"
1,-47.7162,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 1.62418 -1.9668 0.147888, 1.54702 -1.96101 0.156544, 1.73995 -1.94646 0.178186, 5.5 -2.23 0.6"
1,-47.8528,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.21904 0.6, 1.71545 -1.94646 0.6, 1.54702 -1.9581 0.6, 5.5 -2.23 0.6"
1,-47.8528,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 1.54702 -1.9581 0.6, 1.71545 -1.94646 0.6, 5.65853 -2.21904 0.6, 5.5 -2.23 0.6"
1,-47.9518,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.21904 0.582567, 1.71545 -1.94646 0.148971, 1.7056 -1.94714 0.147888, 1.54702 -1.9581 0.165326, 5.5 -2.23 0.6"
1,-47.9518,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 1.54702 -1.9581 0.165326, 1.7056 -1.94714 0.147888, 1.71545 -1.94646 0.148971, 5.65853 -2.21904 0.582567, 5.5 -2.23 0.6"
1,-48.025,Tx-R-R-Rx,4,"5.5 -2.23 0.6, -5.16617 -1.94769 0.6, -5.12014 -1.94646 0.6, 5.5 -2.23 0.6"
1,-49.4236,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 1.54702 -1.95836 2.40394, 1.70551 -1.94741 2.47627, 1.71935 -1.94646 2.46995, 5.65853 -2.21903 0.672344, 5.5 -2.23 0.6"
1,-50.0295,Tx-R-D-R-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.1555 0.6, 5.25263 -1.96475 0.6, 5.28683 -1.94646 0.6, 5.65853 -2.14522 0.6, 5.5 -2.23 0.6"
1,-50.3573,Tx-R-Rx,3,"5.5 -2.23 0.6, 5.5 -2.23 3.02001, 5.5 -2.23 0.6"
1,-50.5424,Tx-D-R-Rx,4,"5.5 -2.23 0.6, -1.45207 -1.9668 0.6, -1.39867 -1.96475 0.6, 5.5 -2.23 0.6"
1,-50.8,Tx-D-R-Rx,4,"5.5 -2.23 0.6, -1.37758 -1.96069 0.6, -1.04889 -1.94646 0.6, 5.5 -2.23 0.6"
1,-51.3884,Tx-D-Rx,3,"5.5 -2.23 0.6, 5.49355 -4.28868 0.599997, 5.5 -2.23 0.6"
1,-51.6862,Tx-D-Rx,3,"5.5 -2.23 0.6, 2.33182 -1.9668 0.6, 5.5 -2.23 0.6"
1,-51.6885,Tx-D-Rx,3,"5.5 -2.23 0.6, 2.40631 -1.96069 0.6, 5.5 -2.23 0.6"
1,-51.7579,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -3.99804 0.599997, 5.63247 -4.28868 0.599997, 5.5 -2.23 0.6"
1,-51.7579,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.63247 -4.28868 0.599997, 5.65853 -3.99804 0.599997, 5.5 -2.23 0.6"
1,-52.1189,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 2.40631 -1.96069 0.6, 2.56933 -1.94646 0.6, 5.65853 -2.21616 0.6, 5.5 -2.23 0.6"
1,-52.1346,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.21784 0.6, 2.35859 -1.96475 0.6, 2.33182 -1.9668 0.6, 5.5 -2.23 0.6"
1,-52.1346,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 2.33182 -1.9668 0.6, 2.35859 -1.96475 0.6, 5.65853 -2.21784 0.6, 5.5 -2.23 0.6"
1,-37.1218,Tx-Rx,2,"5.5 -2.23 0.6, 1.8 -7 1.4"
1,-40.8959,Tx-R-Rx,3,"5.5 -2.23 0.6, 2.06931 -7.40635 1.34177, 1.8 -7 1.4"
1,-42.7075,Tx-R-Rx,3,"5.5 -2.23 0.6, 5.65853 -2.41825 0.631571, 1.8 -7 1.4"
1,-44.46,Tx-R-Rx,3,"5.5 -2.23 0.6, 5.30343 -1.94646 0.642502, 1.8 -7 1.4"
1,-45.5319,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.45032 0.631571, 2.09239 -7.40635 1.34177, 1.8 -7 1.4"
1,-46.6815,Tx-R-Rx,3,"5.5 -2.23 0.6, 4.472 -3.55529 0.0997569, 1.8 -7 1.4"
1,-46.8611,Tx-D-Rx,3,"5.5 -2.23 0.6, 5.25263 -1.96475 0.644861, 1.8 -7 1.4"
1,-48.7848,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 4.472 -3.78109 0.0997569, 2.06931 -7.40635 1.26895, 1.8 -7 1.4"
1,-49.2786,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.32941 -1.94646 0.636885, 2.04448 -7.40635 1.34714, 1.8 -7 1.4"
1,-49.5077,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.01938 0.631571, 5.60365 -1.94646 0.642501, 1.8 -7 1.4"
1,-49.9859,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.2603 -1.94646 0.642501, 5.25263 -1.95553 0.643861, 5.65853 -2.43567 0.715832, 1.8 -7 1.4"
1,-50.925,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 4.98404 -1.94646 0.636885, -1.94533 -5.75447 1.13225, 1.06057 -7.40635 1.34714, 1.8 -7 1.4"
1,-51.1855,Tx-R-R-Rx,4,"5.5 -2.23 0.6, -1.94533 -5.94427 1.13225, 0.985457 -7.40635 1.34177, 1.8 -7 1.4"
1,-51.4179,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.26762 -1.94646 0.645151, 5.25263 -1.96475 0.648063, 1.8 -7 1.4"
1,-52.6501,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 4.36216 -3.6701 0.0997569, 3.94765 -4.19473 0.281995, 1.8 -7 1.4"
1,-52.924,Tx-D-Rx,3,"5.5 -2.23 0.6, 5.21745 -1.96475 0.647898, 1.8 -7 1.4"
1,-53.0331,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.30343 -1.94646 0.504346, 4.472 -3.14576 0.0997569, 1.8 -7 1.4"
1,-53.1014,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.25263 -1.96475 0.64056, 2.03991 -7.40635 1.34723, 1.8 -7 1.4"
1,-53.1468,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -1.9873 0.631571, 5.63185 -1.94646 0.636885, 2.06543 -7.40635 1.34714, 1.8 -7 1.4"
1,-53.3818,Tx-R-D-R-R-Rx,6,"5.5 -2.23 0.6, 4.98379 -1.94646 0.635186, 1.42898 -3.89903 0.877487, -1.94533 -5.75389 1.12513, 1.06078 -7.40635 1.34575, 1.8 -7 1.4"
1,-54.0438,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.23898 -1.96475 0.609965, 1.57199 -5.69127 0.749956, 1.8 -7 1.4"
1,-54.0862,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.14204 -1.96475 0.109899, 5.11617 -2.00372 0.0997569, 1.8 -7 1.4"
1,-54.8496,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 4.36216 -3.91546 0.0997569, 3.94765 -4.52948 0.281995, 2.06581 -7.40635 1.26163, 1.8 -7 1.4"
1,-55.2839,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.25263 -1.96475 0.499036, 4.44149 -3.14771 0.0997569, 1.8 -7 1.4"
1,-55.784,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.14534 -1.96069 0.117891, 5.09932 -2.03 0.0997569, 1.8 -7 1.4"
1,-56.2097,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.24417 -1.96475 0.604908, 1.58992 -5.75367 0.675013, 1.8 -7 1.4"
1,-56.3206,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.32941 -1.94646 0.516987, 4.472 -3.37156 0.0997569, 2.04448 -7.40635 1.28103, 1.8 -7 1.4"
1,-56.5019,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 3.80152 -3.0636 0.0997569, 2.29891 -3.80106 0.54231, 1.8 -7 1.4"
1,-56.865,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 2.11015 -7.40635 0.864919, -1.45207 -1.9668 1.1433, -1.45074 -1.96475 1.1434, 1.8 -7 1.4"
1,-57.3327,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 5.26762 -1.94646 0.641965, 5.25263 -1.96475 0.644672, 5.65853 -2.44401 0.716565, 1.8 -7 1.4"
1,-57.5644,Tx-R-Rx,3,"5.5 -2.23 0.6, 3.28367 -5.08728 3.02001, 1.8 -7 1.4"
1,-57.7654,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 5.26762 -1.94646 0.640839, 5.25263 -1.96475 0.643473, 2.03991 -7.40635 1.34743, 1.8 -7 1.4"
1,-57.8293,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.01938 0.528945, 5.60365 -1.94646 0.504345, 4.70097 -3.14576 0.0997569, 1.8 -7 1.4"
1,-57.8738,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.20861 -1.96069 0.648803, 5.19904 -1.94646 0.650913, 1.8 -7 1.4"
1,-57.9672,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.18521 -1.96475 0.109899, 5.15901 -2.01001 0.0997569, 2.03523 -7.40635 1.30895, 1.8 -7 1.4"
1,-58.4349,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.25263 -1.96475 0.641516, 5.26801 -1.94646 0.644251, 5.65853 -2.41092 0.71371, 1.8 -7 1.4"
1,-58.6524,Tx-D-Rx,3,"5.5 -2.23 0.6, 5.14478 -1.96069 0.117891, 1.8 -7 1.4"
1,-58.6622,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.28096 -2.59455 0.372123, 4.67808 -3.35755 0.0997569, 1.8 -7 1.4"
1,-58.7126,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 3.80322 -3.06723 0.0997569, 2.28878 -3.81449 0.546245, 1.8 -7 1.4"
1,-58.7816,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 3.49897 -5.40289 0.131867, 2.08649 -7.40635 1.18616, 1.8 -7 1.4"
1,-58.9274,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.41665 0.532615, 5.28096 -2.86119 0.372122, 4.67808 -3.57801 0.0997569, 1.8 -7 1.4"
1,-58.9307,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.41249 0.542124, 4.44682 -3.8073 0.0997569, 3.94765 -4.38191 0.281995, 1.8 -7 1.4"
1,-59.0617,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.1881 -1.96069 0.117891, 5.14149 -2.04118 0.0997569, 2.03526 -7.40635 1.30846, 1.8 -7 1.4"
1,-59.2021,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.21745 -1.96475 0.62429, -1.94533 -5.80479 1.13366, 1.04204 -7.40635 1.3461, 1.8 -7 1.4"
1,-59.4345,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.30691 0.611021, -1.94533 -5.99575 1.13963, 0.962379 -7.40635 1.34177, 1.8 -7 1.4"
1,-59.5275,Tx-R-D-R-R-Rx,6,"5.5 -2.23 0.6, 5.26762 -1.94646 0.638448, 5.25263 -1.96475 0.640928, 5.65853 -2.52137 0.713178, 2.09632 -7.40635 1.34726, 1.8 -7 1.4"
1,-59.5556,Tx-D-R-R-R-Rx,6,"5.5 -2.23 0.6, 5.20861 -1.96069 0.624835, 5.18223 -1.94646 0.626711, -1.94533 -5.79199 1.13363, 1.04684 -7.40635 1.34644, 1.8 -7 1.4"
1,-59.688,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.25263 -1.96475 0.508715, 4.42653 -3.36398 0.0997569, 2.03991 -7.40635 1.28123, 1.8 -7 1.4"
1,-59.8633,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 3.59002 -5.25665 0.0997569, 3.49774 -5.40289 0.123928, 2.08628 -7.40635 1.18482, 1.8 -7 1.4"
1,-59.8957,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.28096 -2.65666 0.372123, 4.67808 -3.54966 0.0997569, 2.07434 -7.40635 1.27606, 1.8 -7 1.4"
1,-48.09,Tx-D-Rx,3,"5.5 -2.23 0.6, 2.40631 -1.96069 0.731224, -1.2 -7.2 1"
1,-49.5345,Tx-D-Rx,3,"5.5 -2.23 0.6, 2.39745 -1.96475 0.731581, -1.2 -7.2 1"
1,-54.7132,Tx-D-Rx,3,"5.5 -2.23 0.6, 2.33182 -1.9668 0.733961, -1.2 -7.2 1"
1,-57.0266,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.21748 0.606503, 2.40631 -1.96069 0.739906, -1.2 -7.2 1"
1,-58.3524,Tx-D-Rx,3,"5.5 -2.23 0.6, 2.32663 -1.96885 0.734166, -1.2 -7.2 1"
1,-58.4191,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 3.71904 -5.34367 0.123928, 3.59042 -5.11747 0.0997569, 1.78729 -1.94646 0.438608, -1.2 -7.2 1"
1,-58.437,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 3.71966 -5.34367 0.131867, 3.55023 -5.04574 0.0997569, 1.78767 -1.94646 0.433787, -1.2 -7.2 1"
1,-58.5716,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.2177 0.606502, 2.39745 -1.96475 0.740252, -1.2 -7.2 1"
1,-59.3039,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.35616 -1.96475 0.732942, 2.33182 -1.9668 0.733971, -1.2 -7.2 1"
1,-59.9055,Tx-D-Rx,3,"5.5 -2.23 0.6, 1.54702 -1.9668 0.760522, -1.2 -7.2 1"
1,-60.1525,Tx-D-Rx,3,"5.5 -2.23 0.6, 0.526996 -3.80927 0.894568, -1.2 -7.2 1"
1,-60.6464,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.36225 -7.40635 0.709577, 5.21745 -1.96475 0.824758, -1.2 -7.2 1"
1,-61.5371,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 3.79738 -5.20016 0.0997569, 3.71511 -5.34367 0.123928, 1.7849 -1.94646 0.467966, -1.2 -7.2 1"
1,-61.8477,Tx-R-R-Rx,4,"5.5 -2.23 0.6, -2.96621 -4.93889 3.02001, -5.61647 -5.78688 2.26245, -1.2 -7.2 1"
1,-62.6855,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 1.98155 -1.99573 0.0997569, 1.54702 -1.9668 0.161536, -1.2 -7.2 1"
1,-63.1481,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 2.83176 -7.40635 2.04642, 1.03574 -3.92208 3.02001, 0.0173677 -1.94646 2.46797, -1.94533 -5.75407 1.40403, -1.2 -7.2 1"
1,-63.6099,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.21803 0.606483, 2.33182 -1.9668 0.742534, -1.2 -7.2 1"
1,-64.1827,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 4.84288 -1.94646 0.640865, 0.52999 -3.80745 0.909074, -1.2 -7.2 1"
1,-64.4558,Tx-R-D-R-R-Rx,6,"5.5 -2.23 0.6, 5.3457 -1.94646 0.563938, 3.497 -5.34367 0.131867, 3.33523 -5.04574 0.0997569, 1.65245 -1.94646 0.433787, -1.2 -7.2 1"
1,-64.4969,Tx-R-D-R-R-Rx,6,"5.5 -2.23 0.6, 5.34566 -1.94646 0.563326, 3.49648 -5.34367 0.123928, 3.37368 -5.11747 0.0997569, 1.65213 -1.94646 0.438608, -1.2 -7.2 1"
1,-65.5186,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 2.82897 -7.40635 2.02489, 0.963556 -3.79126 3.02001, 0.0210647 -1.96475 2.51723, -1.94533 -5.76107 1.41702, -1.2 -7.2 1"
1,-65.967,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 3.31737 -7.40635 2.04642, 1.84821 -3.92208 3.02001, 1.01518 -1.94646 2.46797, -1.2 -7.2 1"
1,-65.9876,Tx-D-Rx,3,"5.5 -2.23 0.6, 0.515335 -3.81851 0.890706, -1.2 -7.2 1"
1,-66.0222,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -3.22931 0.643135, 5.48989 -4.29233 0.689021, -1.2 -7.2 1"
1,-66.2346,Tx-D-Rx,3,"5.5 -2.23 0.6, 1.54176 -1.96885 0.760715, -1.2 -7.2 1"
1,-66.4906,Tx-D-Rx,3,"5.5 -2.23 0.6, 5.48989 -4.29233 0.688165, -1.2 -7.2 1"
1,-66.7893,Tx-R-R-R-R-R-Rx,7,"5.5 -2.23 0.6, 5.65853 -2.52609 0.682735, 3.04554 -7.40635 2.04642, 1.17999 -3.92208 3.02001, 0.122196 -1.94646 2.46797, -1.94533 -5.80796 1.38897, -1.2 -7.2 1"
1,-66.8518,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 5.34541 -1.94646 0.559602, 3.5857 -5.17402 0.0997569, 3.49321 -5.34367 0.123928, 1.65014 -1.94646 0.467966, -1.2 -7.2 1"
1,-66.9152,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 3.71829 -5.34367 0.123928, 1.78684 -1.94646 0.467966, -1.2 -7.2 1"
1,-67.1879,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -3.22931 0.64235, 5.48989 -4.29233 0.687399, -0.784259 -7.40635 0.980574, -1.2 -7.2 1"
1,-67.2498,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.30186 -3.9476 0.474688, 5.48989 -4.9973 0.644229, -1.2 -7.2 1"
1,-67.3724,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.48989 -4.29233 0.686554, -0.784259 -7.40635 0.980521, -1.2 -7.2 1"
1,-67.4233,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.21814 0.606483, 2.32663 -1.96885 0.742733, -1.2 -7.2 1"
1,-67.4641,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 3.86636 -1.96069 2.46331, 2.77176 -3.09265 3.02001, -1.2 -7.2 1"
1,-67.5294,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.27732 0.608967, 0.527944 -3.80869 0.899159, -1.2 -7.2 1"
1,-67.5398,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 2.83485 -7.40635 1.98229, 0.834064 -3.52034 3.02001, 0.0331381 -1.96475 2.60461, -1.94533 -5.76745 1.43908, -1.2 -7.2 1"
1,-67.6749,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 1.63702 -7.40635 0.189477, 0.792786 -6.27508 0.0997569, -0.611122 -4.39386 0.248955, -1.94533 -6.19425 0.730817, -1.2 -7.2 1"
1,-67.775,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.21784 0.606484, 2.35859 -1.96475 0.741447, 2.33182 -1.9668 0.742542, -1.2 -7.2 1"
1,-68.3177,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.37758 -1.96069 0.827059, -1.2 -7.2 1"
1,-68.3334,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 3.31508 -7.40635 2.02489, 1.78916 -3.79124 3.02001, 1.0182 -1.96475 2.51724, -1.2 -7.2 1"
1,-68.4189,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.58898 0.70031, 3.53114 -7.40635 2.04642, 1.99246 -3.92208 3.02001, 1.12001 -1.94646 2.46797, -1.2 -7.2 1"
1,-68.5336,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.29652 -3.89777 0.495567, 5.34607 -4.9521 0.858019, -1.2 -7.2 1"
1,-68.5396,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.22023 0.606236, 1.54702 -1.9668 0.767959, -1.2 -7.2 1"
1,-68.5782,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 3.86002 -1.96475 2.47129, 2.77913 -3.08307 3.02001, -1.2 -7.2 1"
1,-68.6408,Tx-R-R-R-R-R-R-Rx,8,"5.5 -2.23 0.6, -1.8235 -8.06627 3.02001, -1.94533 -8.16336 2.97975, 0.34034 -9.98486 2.22446, 0.23492 -10.0689 2.18962, -1.94533 -8.33132 1.46912, -0.862887 -7.46866 1.1114, -1.2 -7.2 1"
1,-69.0148,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 1.9811 -1.99784 0.0997569, 1.54176 -1.96885 0.162213, -1.2 -7.2 1"
1,-69.1228,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45207 -1.9668 0.828169, -1.2 -7.2 1"
1,-69.217,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 1.51926 -7.40635 0.173068, 0.835714 -6.51751 0.0997569, -0.754533 -4.44963 0.270314, -1.94533 -6.14122 0.719101, -1.2 -7.2 1"
1,-69.2593,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 1.65967 -7.40635 0.472927, -0.560935 -4.41321 0.399443, -1.94533 -6.22472 0.789826, -1.2 -7.2 1"
1,-69.3507,Tx-R-R-R-D-R-Rx,7,"5.5 -2.23 0.6, 5.65853 -2.52578 0.681418, 3.04263 -7.40635 2.02489, 1.10501 -3.79125 3.02001, 0.126036 -1.96475 2.51723, -1.94533 -5.81469 1.40148, -1.2 -7.2 1"
1,-45.7861,Tx-R-Rx,3,"5.5 -2.23 0.6, 0.460023 -7.40635 0.834422, -3.1 -3.75 1"
1,-48.5079,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45207 -1.9668 0.896514, -3.1 -3.75 1"
1,-50.3688,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45726 -1.96885 0.89673, -3.1 -3.75 1"
1,-51.1163,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.38644 -1.96475 0.894319, -3.1 -3.75 1"
1,-51.3622,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.25263 -1.96475 0.611412, 0.256816 -7.40635 0.843831, -3.1 -3.75 1"
1,-52.1268,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.38703 0.607111, 0.591272 -7.40635 0.834422, -3.1 -3.75 1"
