Rx_Number,Path_Power_dBm,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordinates
1,-99.9045,Tx-R-R-R-D-R-Rx,7,"5.5 -2.23 0.6, 5.65853 -2.52643 0.679159, 3.04875 -7.40635 1.98229, 0.970507 -3.52034 3.02001, 0.138577 -1.96475 2.60461, -1.94533 -5.82083 1.42272, -1.2 -7.2 1"
1,-100.16,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.35 0.592351, 2.30081 -4.89163 0.43035, 5.65853 -5.65031 0.617574, -1.2 -7.2 1"
1,-100.238,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 4.88395 -2.68698 0.0997569, 1.28765 -5.35468 3.02001, -1.2 -7.2 1"
1,-100.242,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.21784 0.606484, 2.35859 -1.96475 0.741447, 2.33182 -1.9668 0.742542, -1.2 -7.2 1"
1,-100.25,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.25665 0.623806, -5.61647 -4.15189 2.31696, -0.934694 -4.93886 3.02001, 5.65853 -6.04713 2.02992, -1.2 -7.2 1"
1,-100.356,Tx-R-D-R-R-Rx,6,"5.5 -2.23 0.6, 5.3457 -1.94646 0.563938, 3.497 -5.34367 0.131867, 3.33523 -5.04574 0.0997569, 1.65245 -1.94646 0.433787, -1.2 -7.2 1"
1,-100.441,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.48989 -4.29233 0.686554, -0.784259 -7.40635 0.980521, -1.2 -7.2 1"
1,-100.495,Tx-R-R-R-R-R-Rx,7,"5.5 -2.23 0.6, 5.65853 -2.20031 0.623806, 4.30299 -1.94646 0.827366, -5.61647 -3.80409 2.31696, -0.934694 -4.68086 3.02001, 5.65853 -5.91559 2.02992, -1.2 -7.2 1"
1,-100.582,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.16563 0.609941, 5.11877 -1.94646 0.643789, 0.526507 -3.81117 0.931763, -1.2 -7.2 1"
1,-70.8844,Tx-R-R-Rx,4,"5.5 -2.23 0.6, -3.2339 -5.61461 0.857916, -5.57273 -4.70825 0.926981, -3.1 -3.75 1"
1,-71.1404,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 3.65977 -1.94646 0.654342, -5.57273 -3.369 0.92698, -3.1 -3.75 1"
1,-73.63,Tx-R-Rx,3,"5.5 -2.23 0.6, 0.460023 -7.40635 0.834422, -3.1 -3.75 1"
1,-75.5982,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45207 -1.9668 0.896514, -3.1 -3.75 1"
1,-76.8653,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45726 -1.96885 0.89673, -3.1 -3.75 1"
1,-77.1234,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 1.41691 -3.83058 0.725656, -3.20979 -5.61461 0.8598, -5.57273 -4.70347 0.928309, -3.1 -3.75 1"
1,-77.2361,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 1.66246 -3.72037 0.66766, -3.22977 -5.61461 0.835142, -5.57273 -4.70743 0.91535, -3.1 -3.75 1"
1,-77.2794,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 3.65977 -1.94646 0.300994, 2.42125 -2.13729 0.0997569, -5.57273 -3.369 1.39864, -5.56308 -3.37049 1.40021, -3.1 -3.75 1"
1,-77.527,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, -0.189294 -4.42706 0.768686, -3.24601 -5.61461 0.858688, -5.57273 -4.71067 0.927194, -3.1 -3.75 1"
1,-78.2577,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.38703 0.607111, 0.591272 -7.40635 0.834422, -3.1 -3.75 1"
1,-79.3369,Tx-R-D-Rx,4,"5.5 -2.23 0.6, -2.84217 -5.61461 1.25008, -5.25023 -4.6376 1.43773, -3.1 -3.75 1"
1,-79.3618,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.20613 0.604574, 3.93375 -1.94646 0.654342, -5.57273 -3.37772 0.92865, -3.1 -3.75 1"
1,-80.4958,Tx-R-D-Rx,4,"5.5 -2.23 0.6, -2.84234 -5.61461 1.24845, -5.25056 -4.63756 1.43564, -3.1 -3.75 1"
1,-81.1508,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 4.96332 -1.94646 0.625933, 1.41765 -3.81973 0.797264, -0.884014 -1.94646 0.900553, -3.1 -3.75 1"
1,-81.1994,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.06289 0.607111, 5.54808 -1.94646 0.612066, 0.368579 -7.40635 0.844411, -3.1 -3.75 1"
1,-82.0235,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.38644 -1.96475 0.894319, -3.1 -3.75 1"
1,-82.7629,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 3.77636 -1.94646 0.652922, -1.28267 -2.77868 0.808254, -5.57273 -3.39485 0.92989, -3.1 -3.75 1"
1,-82.7725,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 4.96686 -1.94646 0.625882, 1.44037 -3.82197 0.797084, -0.874223 -1.94646 0.900526, -3.1 -3.75 1"
1,-84.0593,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.04762 -7.40635 1.51713, -1.57894 -1.96885 2.48052, -3.1 -3.75 1"
1,-84.2387,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.22426 0.60654, -1.45207 -1.9668 0.899894, -3.1 -3.75 1"
1,-84.7137,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.04791 -7.40635 1.51488, -1.5797 -1.9668 2.47627, -3.1 -3.75 1"
1,-84.7676,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.37758 -1.96069 0.893935, -3.1 -3.75 1"
1,-85.3221,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.24738 0.574862, 2.66227 -2.57592 0.0997569, -5.5303 -3.47422 1.39882, -5.57273 -3.47887 1.39209, -3.1 -3.75 1"
1,-85.5798,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.22431 0.60654, -1.45726 -1.96885 0.900102, -3.1 -3.75 1"
1,-85.6968,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.57107 -2.57475 0.0997569, -5.25056 -3.49541 1.43564, -3.1 -3.75 1"
1,-86.3235,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 3.78191 -1.94646 0.40729, 1.04013 -2.39894 0.0997569, -3.53924 -3.1547 0.613404, -5.04071 -3.41437 0.782036, -3.1 -3.75 1"
1,-86.9112,Tx-D-R-R-R-Rx,6,"5.5 -2.23 0.6, 4.66901 -1.96475 0.109902, 4.58457 -2.02046 0.0997569, 2.15693 -3.62215 0.391426, -0.374946 -1.94646 0.684531, -3.1 -3.75 1"
1,-87.2357,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 3.91763 -1.94646 0.356312, 2.25169 -2.24497 0.0997569, -0.850472 -2.80084 0.577494, -1.57358 -1.94646 0.713309, -3.1 -3.75 1"
1,-87.2914,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.57449 -2.57436 0.0997569, -5.25023 -3.4954 1.43773, -3.1 -3.75 1"
1,-87.7966,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 3.9133 -1.94646 0.355324, 2.25598 -2.24262 0.0997569, -0.856169 -2.79876 0.579665, -1.57625 -1.94646 0.714558, -3.1 -3.75 1"
1,-88.2367,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 3.77298 -1.94646 0.406318, 1.03944 -2.39525 0.0997569, -5.04071 -3.3935 0.781635, -3.1 -3.75 1"
1,-88.2381,Tx-D-R-R-R-Rx,6,"5.5 -2.23 0.6, 4.6766 -1.96069 0.117891, 4.5268 -2.05951 0.0997569, 2.15788 -3.62217 0.386526, -0.374469 -1.94646 0.681992, -3.1 -3.75 1"
1,-88.5124,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 2.74052 -7.40635 2.02489, 0.813334 -3.79126 3.02001, -0.16037 -1.96475 2.51723, -2.10602 -5.61461 1.51302, -3.1 -3.75 1"
1,-88.8878,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 3.76483 -1.94646 0.405428, 1.0389 -2.3919 0.0997569, -5.04062 -3.38535 0.78148, -3.1 -3.75 1"
1,-89.1613,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.20509 0.604692, 4.01251 -1.94646 0.653405, -1.28262 -2.77847 0.810113, -5.57273 -3.39477 0.930571, -3.1 -3.75 1"
1,-89.4371,Tx-D-R-Rx,4,"5.5 -2.23 0.6, -5.2845 -3.4383 1.39882, -5.57273 -3.47084 1.35718, -3.1 -3.75 1"
1,-89.499,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.39745 -1.96475 0.690861, -5.57273 -3.32728 0.9268, -3.1 -3.75 1"
1,-89.5507,Tx-R-R-D-R-R-Rx,7,"5.5 -2.23 0.6, 3.79249 -1.94646 0.32079, 2.44076 -2.17092 0.0997569, -1.28488 -2.78959 0.708969, -5.56882 -3.39817 1.39882, -5.57273 -3.39872 1.39819, -3.1 -3.75 1"
1,-89.5687,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.19853 0.605662, 4.38862 -1.94646 0.651022, -0.175105 -2.85235 0.814031, -3.1 -3.75 1"
1,-89.7601,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.32663 -1.96885 0.692912, -5.57273 -3.32537 0.926789, -3.1 -3.75 1"
1,-89.8683,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.25263 -1.96475 0.611412, 0.256816 -7.40635 0.843831, -3.1 -3.75 1"
1,-90.2845,Tx-R-R-R-R-R-Rx,7,"5.5 -2.23 0.6, -1.94533 -6.12026 1.98853, 0.516036 -7.40635 2.44757, 3.5855 -5.80252 3.02001, 5.65853 -4.71934 2.6334, 0.351685 -1.94646 1.64371, -3.1 -3.75 1"
1,-90.806,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 4.09507 -1.94646 0.362562, 2.54004 -2.26029 0.0997569, -0.159054 -2.80502 0.555912, -1.10755 -1.94646 0.699136, -3.1 -3.75 1"
1,-90.8567,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 1.44156 -3.82221 0.779503, -0.873791 -1.94646 0.891914, -3.1 -3.75 1"
1,-91.1001,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.31412 -2.01981 0.0997569, 1.54176 -1.96885 0.221032, -3.1 -3.75 1"
1,-91.6674,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.05751 -4.39145 0.693171, -3.1 -3.75 1"
1,-91.8118,Tx-D-Rx,3,"5.5 -2.23 0.6, -2.23687 -1.9668 0.918493, -3.1 -3.75 1"
1,-91.9513,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 1.54176 -1.96885 0.715667, -5.57273 -3.29061 0.926665, -3.1 -3.75 1"
1,-92.0,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.3189 -1.94646 0.647689, 1.8317 -7.40635 1.56599, -1.6412 -1.96885 2.48052, -3.1 -3.75 1"
1,-92.3514,Tx-D-R-R-R-Rx,6,"5.5 -2.23 0.6, 3.00869 -1.96475 0.109912, 2.94307 -1.97534 0.0997569, -5.45959 -3.33238 1.40021, -5.57273 -3.35065 1.3827, -3.1 -3.75 1"
1,-61.1121,Tx-Rx,2,"5.5 -2.23 0.6, -2.4 -2.8 0.2"
1,-61.3379,Tx-R-Rx,3,"5.5 -2.23 0.6, 3.53006 -1.94646 0.500256, -2.4 -2.8 0.2"
1,-61.3617,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.20981 -1.96124 0.580358, 5.08026 -1.94646 0.573883, -2.4 -2.8 0.2"
1,-62.0864,Tx-R-Rx,3,"5.5 -2.23 0.6, -1.0812 -2.70485 0.0997569, -2.4 -2.8 0.2"
1,-62.3007,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 3.53006 -1.94646 0.450263, -1.0812 -2.61018 0.0997569, -2.4 -2.8 0.2"
1,-62.3105,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.20981 -1.96124 0.570513, 5.08026 -1.94646 0.560792, -1.06404 -2.64756 0.0997569, -2.4 -2.8 0.2"
1,-67.8891,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.20861 -1.96069 0.580296, 5.08383 -1.94646 0.574058, -2.4 -2.8 0.2"
1,-68.6625,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.21745 -1.96475 0.580754, 5.05766 -1.94646 0.572767, -2.4 -2.8 0.2"
1,-68.8381,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.20861 -1.96069 0.570419, 5.08382 -1.94646 0.561056, -1.06403 -2.64763 0.0997569, -2.4 -2.8 0.2"
1,-69.5034,Tx-R-Rx,3,"5.5 -2.23 0.6, 5.65853 -2.241 0.592283, -2.4 -2.8 0.2"
1,-69.6111,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.21745 -1.96475 0.571108, 5.05766 -1.94646 0.559118, -1.06409 -2.6471 0.0997569, -2.4 -2.8 0.2"
1,-69.69,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.20806 0.592283, 3.76806 -1.94646 0.500256, -2.4 -2.8 0.2"
1,-70.4305,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.241 0.588415, -1.02827 -2.70485 0.0997569, -2.4 -2.8 0.2"
1,-70.6136,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.20806 0.588415, 3.76806 -1.94646 0.450263, -1.02827 -2.61018 0.0997569, -2.4 -2.8 0.2"
1,-71.2798,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.00049 -1.94646 0.575791, 2.04882 -3.62196 0.432738, -0.898543 -1.94646 0.278547, -2.4 -2.8 0.2"
1,-72.5312,Tx-D-Rx,3,"5.5 -2.23 0.6, -0.0491182 -3.18911 0.318931, -2.4 -2.8 0.2"
1,-73.5014,Tx-D-R-Rx,4,"5.5 -2.23 0.6, -0.0491182 -3.18911 0.178055, -1.08008 -3.01847 0.0997569, -2.4 -2.8 0.2"
1,-73.5244,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 4.44323 -1.94646 0.551365, -0.600964 -3.29988 0.319216, -2.4 -2.8 0.2"
1,-73.6253,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 4.43802 -1.94646 0.551047, -0.63157 -3.30001 0.317361, -2.4 -2.8 0.2"
1,-74.0626,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.25601 0.592283, -0.028666 -3.18911 0.315434, -2.4 -2.8 0.2"
1,-74.9844,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.25601 0.588415, -0.0286666 -3.18911 0.172806, -1.02827 -3.02509 0.0997569, -2.4 -2.8 0.2"
1,-75.3659,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 4.44688 -1.94646 0.524884, -0.600987 -3.30554 0.164836, -1.30917 -3.10654 0.0997569, -2.4 -2.8 0.2"
1,-75.4996,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 1.54702 -1.95225 0.501929, 1.62901 -1.94646 0.499895, 5.65853 -2.23099 0.399923, -2.4 -2.8 0.2"
1,-75.7417,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 4.44168 -1.94646 0.524445, -0.631513 -3.30565 0.162262, -1.31072 -3.11145 0.0997569, -2.4 -2.8 0.2"
1,-75.8388,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 1.54702 -1.95225 0.452775, 1.62901 -1.94646 0.449722, 5.65853 -2.23099 0.299643, 0.291547 -2.60995 0.0997569, -2.4 -2.8 0.2"
1,-76.4044,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.29702 -2.81943 0.24654, -2.4 -2.8 0.2"
1,-76.4785,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45726 -1.96885 0.261166, -2.4 -2.8 0.2"
1,-76.6947,Tx-D-Rx,3,"5.5 -2.23 0.6, 0.0582728 -3.18911 0.324219, -2.4 -2.8 0.2"
1,-77.3914,Tx-R-D-Rx,4,"5.5 -2.23 0.6, -1.3421 -1.97317 0.0997569, -1.45726 -1.96885 0.108176, -2.4 -2.8 0.2"
1,-77.6611,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 0.0582728 -3.18911 0.185994, -1.07854 -3.00917 0.0997569, -2.4 -2.8 0.2"
1,-77.8431,Tx-R-Rx,3,"5.5 -2.23 0.6, -5.04062 -2.68581 0.280133, -2.4 -2.8 0.2"
1,-77.9543,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 1.92724 -7.40635 0.334638, -1.23501 -2.82477 0.0997569, -1.82577 -1.96885 0.143637, -2.4 -2.8 0.2"
1,-78.0537,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.32637 -1.96779 0.0997569, 2.31432 -1.9668 0.101656, -2.4 -2.8 0.2"
1,-78.1359,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 4.07049 -1.94646 0.559072, -0.235179 -2.80049 0.435799, -4.53529 -1.94646 0.317867, -5.61647 -2.16119 0.288216, -2.4 -2.8 0.2"
1,-78.3091,Tx-R-R-Rx,4,"5.5 -2.23 0.6, -5.09759 -2.68435 0.121352, -4.61945 -2.70485 0.0997569, -2.4 -2.8 0.2"
1,-78.3523,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 1.51556 -3.6227 0.144086, 1.13607 -3.48997 0.0997569, -0.610376 -2.87916 0.303765, -1.40387 -3.18911 0.257757, -2.4 -2.8 0.2"
1,-78.8243,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45207 -1.9668 0.261421, -2.4 -2.8 0.2"
1,-78.8989,Tx-D-Rx,3,"5.5 -2.23 0.6, -0.616578 -2.82216 0.276072, -2.4 -2.8 0.2"
1,-79.0337,Tx-D-Rx,3,"5.5 -2.23 0.6, 2.39745 -1.96475 0.443985, -2.4 -2.8 0.2"
1,-79.2581,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 4.40407 -1.94646 0.549294, -0.828999 -3.30038 0.307169, -2.4 -2.8 0.2"
1,-79.3162,Tx-D-Rx,3,"5.5 -2.23 0.6, 2.32663 -1.96885 0.440461, -2.4 -2.8 0.2"
1,-79.3334,Tx-D-Rx,3,"5.5 -2.23 0.6, 5.21745 -1.96475 0.580744, -2.4 -2.8 0.2"
1,-79.6104,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.33783 -1.97199 0.0997569, 2.2993 -1.96885 0.105852, -2.4 -2.8 0.2"
1,-79.6844,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 4.40894 -1.94646 0.512708, -0.75254 -3.28781 0.0997569, -0.829072 -3.3077 0.10588, -2.4 -2.8 0.2"
1,-79.7374,Tx-R-D-Rx,4,"5.5 -2.23 0.6, -1.34214 -1.97096 0.0997569, -1.45207 -1.9668 0.107794, -2.4 -2.8 0.2"
1,-79.9619,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 1.34445 -7.40635 0.385576, -1.83956 -3.44019 0.221274, -2.4 -2.8 0.2"
1,-79.989,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.39745 -1.96475 0.365787, -1.08702 -2.5714 0.0997569, -2.4 -2.8 0.2"
1,-80.0816,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.14348 0.592613, 5.29751 -1.94646 0.575791, 2.22727 -3.62204 0.432731, -0.838367 -1.94646 0.278543, -2.4 -2.8 0.2"
1,-80.2715,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.32663 -1.96885 0.360498, -1.08744 -2.56919 0.0997569, -2.4 -2.8 0.2"
1,-80.2761,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.21745 -1.96475 0.571093, -1.06406 -2.65351 0.0997569, -2.4 -2.8 0.2"
