Rx_Number,Path_Power,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordiantes
3,-53.7535,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.3083 -4.84652 0.306002', '5.39468 -4.67555 0.782124', '0.741157 -4.41777 1.5']"
3,-53.8578,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.30903 -4.97409 0.277713', '2.70882 -5.23245 0.243983', '3.44347 -5.71453 0.0997569', '5.65853 -7.16808 0.534621', '5.29543 -7.40635 0.605904', '0.741157 -4.41777 1.5']"
3,-53.8965,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30859 -4.82893 0.289288', '2.7061 -4.7686 0.281014', '0.741157 -4.41777 1.5']"
3,-54.0188,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.27454 -6.92447 0.365702', '4.64507 -7.40635 0.523204', '0.741157 -4.41777 1.5']"
3,-54.0284,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.29958 -5.83191 0.169556', '2.69255 -6.04857 0.0997569', '5.15528 -7.40635 0.537189', '5.65853 -7.12889 0.626577', '0.741157 -4.41777 1.5']"
3,-54.1331,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '3.05531 -5.20757 0.0997569', '3.4625 -5.46084 0.243983', '5.65853 -6.98408 0.631739', '5.04974 -7.40635 0.739233', '0.741157 -4.41777 1.5']"
3,-54.297,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.3094 -4.97544 0.257972', '2.96473 -5.40289 0.131867', '5.65853 -7.16971 0.616089', '5.29773 -7.40635 0.680943', '0.741157 -4.41777 1.5']"
3,-54.4477,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.96519 -4.82801 0.282976', '5.27454 -4.69227 0.365702', '0.741157 -4.41777 1.5']"
3,-54.5206,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.27454 -4.69231 0.365702', '0.741157 -4.41777 1.5']"
3,-54.6755,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.30995 -4.98162 0.236948', '2.86705 -5.34367 0.123928', '2.99786 -5.42938 0.0997569', '5.65853 -7.1728 0.591387', '5.3021 -7.40635 0.657248', '0.741157 -4.41777 1.5']"
3,-54.6797,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30371 -5.83302 0.413413', '5.15666 -7.40635 0.788163', '5.65853 -7.12959 0.854085', '0.741157 -4.41777 1.5']"
3,-54.7704,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '3.14202 -5.27627 0.0997569', '3.24659 -5.34367 0.131867', '5.65853 -7.00595 0.582097', '5.07755 -7.40635 0.690547', '0.741157 -4.41777 1.5']"
3,-55.2517,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.30951 -4.97409 0.252236', '2.88296 -5.34367 0.123928', '3.0135 -5.42938 0.0997569', '5.65853 -7.16614 0.589508', '5.29269 -7.40635 0.657248', '0.741157 -4.41777 1.5']"
3,-55.3822,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30865 -4.97391 0.29762', '5.28096 -6.8957 0.372122', '5.65853 -7.14523 0.452549', '5.2634 -7.40635 0.536717', '0.741157 -4.41777 1.5']"
3,-55.6688,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30885 -5.00357 0.289283', '2.7061 -5.32495 0.281014', '2.19108 -5.81585 0.602166', '0.741157 -4.41777 1.5']"
3,-55.986,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.77697 -5.34367 0.149347', '2.70733 -5.51644 0.0997569', '1.94564 -7.40635 0.642209', '0.741157 -4.41777 1.5']"
3,-56.1788,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29687 -4.75413 0.380851', '2.87384 -4.7291 0.282976', '5.39468 -4.6197 0.710599', '0.741157 -4.41777 1.5']"
3,-56.3032,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35641 -4.67606 1.76629', '0.741157 -4.41777 1.5']"
3,-56.4963,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.78615 -5.34367 0.207327', '3.34189 -5.70403 0.0997569', '5.65853 -7.20626 0.548177', '5.34996 -7.40635 0.607905', '0.741157 -4.41777 1.5']"
3,-56.7727,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.4118 -4.84421 0.0997569', '2.26081 -4.82155 0.486636', '1.31102 -4.56919 3.02001', '0.741157 -4.41777 1.5']"
4,-18.209,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.25108 -4.8192 0.499397', '1.24107 -4.42273 1.5']"
4,-37.8195,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.65853 -7.16743 0.801224', '5.33101 -7.40635 0.853033', '1.24107 -4.42273 1.5']"
4,-39.0843,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.39468 -4.67766 0.793837', '1.24107 -4.42273 1.5']"
4,-39.0962,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.71154 -5.01594 0.282976', '5.65853 -7.16644 0.769988', '5.32976 -7.40635 0.82432', '1.24107 -4.42273 1.5']"
4,-39.4651,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '1.68879 -4.57803 3.02001', '1.24107 -4.42273 1.5']"
4,-39.5167,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28322 -4.83054 0.473188', '1.24107 -4.42273 1.5']"
4,-39.8353,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.7061 -4.81166 0.281014', '1.24107 -4.42273 1.5']"
4,-40.8342,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -4.81154 0.281995', '1.24107 -4.42273 1.5']"
4,-41.0544,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.71154 -4.84251 0.282976', '5.39468 -4.67776 0.760607', '1.24107 -4.42273 1.5']"
4,-42.4286,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.7061 -5.42158 0.281014', '2.12086 -7.40635 0.767976', '1.24107 -4.42273 1.5']"
4,-44.2974,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.7061 -4.81107 0.245683', '1.24107 -4.42273 1.5']"
4,-44.7086,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.42311 0.281995', '2.12156 -7.40635 0.768341', '1.24107 -4.42273 1.5']"
4,-45.0084,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -4.67678 0.923373', '1.24107 -4.42273 1.5']"
4,-45.2538,Tx-R-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30985 -4.99013 0.239394', '2.87575 -5.3836 0.131867', '5.65853 -7.31849 0.660632', '5.53216 -7.40635 0.684643', '1.24107 -4.42273 1.5']"
4,-46.0044,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30975 -4.98962 0.24081', '2.88256 -5.38793 0.131867', '5.65853 -7.31824 0.659837', '5.53181 -7.40635 0.683938', '1.24107 -4.42273 1.5']"
4,-46.4167,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34309 -4.67685 0.919629', '1.24107 -4.42273 1.5']"
4,-46.7579,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.3088 -4.98147 0.289929', '2.71154 -5.25839 0.282976', '5.65853 -7.31187 0.769988', '5.52293 -7.40635 0.792397', '1.24107 -4.42273 1.5']"
4,-47.1214,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.39468 -4.67855 0.702771', '1.24107 -4.42273 1.5']"
4,-47.3501,Tx-R-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.65853 -6.11214 0.572394', '2.39405 -7.40635 0.853033', '-1.94533 -5.68599 1.22608', '1.24107 -4.42273 1.5']"
4,-47.934,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.28096 -6.85788 0.372122', '5.65853 -7.13601 0.460935', '5.29152 -7.40635 0.547262', '1.24107 -4.42273 1.5']"
4,-48.0445,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.93748 -5.17702 0.282976', '5.28096 -6.85838 0.372122', '5.65853 -7.13647 0.460935', '5.29209 -7.40635 0.547127', '1.24107 -4.42273 1.5']"
4,-48.2338,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.71154 -4.94371 0.282976', '5.65853 -6.11207 0.54406', '2.39393 -7.40635 0.833282', '-1.94533 -5.68601 1.21771', '1.24107 -4.42273 1.5']"
4,-48.3995,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '3.17264 -5.34367 0.123928', '3.28978 -5.4293 0.0997569', '5.65853 -7.16084 0.588519', '5.32267 -7.40635 0.657819', '1.24107 -4.42273 1.5']"
4,-48.7753,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.7061 -5.42919 0.245683', '2.1222 -7.40635 0.745604', '1.24107 -4.42273 1.5']"
4,-48.7897,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30626 -5.02398 0.401161', '5.65853 -7.33915 0.87526', '5.56123 -7.40635 0.889022', '1.24107 -4.42273 1.5']"
4,-48.8583,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.26039 -5.83496 0.659595', '1.90875 -7.40635 0.94952', '1.24107 -4.42273 1.5']"
4,-49.1309,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -4.67634 0.961968', '1.24107 -4.42273 1.5']"
4,-49.6372,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.31003 -4.98948 0.236632', '2.82245 -5.34367 0.131867', '5.65853 -7.31674 0.6668', '5.52972 -7.40635 0.691095', '1.24107 -4.42273 1.5']"
4,-50.0503,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.3085 -4.98168 0.305969', '5.65853 -7.31422 0.820944', '5.5262 -7.40635 0.841286', '1.24107 -4.42273 1.5']"
4,-50.1879,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.3086 -4.84602 0.289933', '2.71154 -4.8228 0.282976', '5.39468 -4.66578 0.760607', '1.24107 -4.42273 1.5']"
4,-50.2806,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30953 -4.98164 0.251656', '2.83747 -5.34367 0.131867', '5.65853 -7.31036 0.66507', '5.52084 -7.40635 0.691095', '1.24107 -4.42273 1.5']"
4,-51.1554,Tx-R-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30944 -4.98347 0.256497', '3.09129 -5.52774 0.0997569', '5.65853 -7.31486 0.614421', '5.5271 -7.40635 0.640769', '1.24107 -4.42273 1.5']"
4,-51.1867,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30326 -5.01779 0.390043', '2.93177 -5.45219 0.282976', '5.65853 -7.33681 0.747485', '5.55792 -7.40635 0.764624', '1.24107 -4.42273 1.5']"
4,-51.2035,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.28096 -4.69228 0.372122', '5.48989 -4.67964 0.424986', '1.24107 -4.42273 1.5']"
4,-51.3372,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.93748 -4.82969 0.282976', '5.28096 -4.69224 0.372122', '5.48989 -4.6796 0.424986', '1.24107 -4.42273 1.5']"
4,-51.6819,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.10751 -7.40635 0.510111', '1.898 -6.00916 0.625214', '1.68848 -7.40635 0.904215', '1.24107 -4.42273 1.5']"
4,-52.1231,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '3.14898 -4.28624 0.123928', '3.26652 -4.38981 0.0997569', '5.65853 -6.49753 0.591632', '4.62713 -7.40635 0.803722', '1.24107 -4.42273 1.5']"
4,-52.3812,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '3.14648 -4.28624 0.131867', '3.30183 -4.42307 0.0997569', '5.65853 -6.49893 0.586898', '4.62834 -7.40635 0.799842', '1.24107 -4.42273 1.5']"
4,-52.6877,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30858 -4.82478 0.289289', '2.7061 -4.75538 0.281014', '1.24107 -4.42273 1.5']"
4,-52.7023,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '5.28096 -5.95825 0.372122', '5.65853 -6.10809 0.410255', '2.38693 -7.40635 0.740666', '-1.94533 -5.68718 1.1782', '1.24107 -4.42273 1.5']"
4,-52.8197,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.93748 -5.03275 0.282976', '5.28096 -5.9586 0.372122', '5.65853 -6.10842 0.410255', '2.38752 -7.40635 0.740608', '-1.94533 -5.68709 1.1782', '1.24107 -4.42273 1.5']"
4,-52.8773,Tx-R-R-D-Rx,5,"['2.48996 -4.85594 0.3', '5.65853 -7.05085 0.419373', '5.14533 -7.40635 0.438707', '2.25382 -5.40337 0.547638', '1.24107 -4.42273 1.5']"
4,-52.9411,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '5.28096 -6.78862 0.372122', '5.65853 -7.05025 0.389131', '5.14463 -7.40635 0.412282', '2.26747 -5.41266 0.541892', '1.24107 -4.42273 1.5']"
4,-53.1178,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.93748 -5.16592 0.282976', '5.28096 -6.7891 0.372122', '5.65853 -7.0507 0.389131', '5.14521 -7.40635 0.412256', '2.26747 -5.41253 0.541892', '1.24107 -4.42273 1.5']"
4,-53.2858,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.3083 -4.84599 0.306002', '5.39468 -4.66555 0.815', '1.24107 -4.42273 1.5']"
4,-53.8196,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30946 -4.98286 0.255785', '2.91582 -5.40289 0.131867', '5.65853 -7.3132 0.655934', '5.52479 -7.40635 0.681489', '1.24107 -4.42273 1.5']"
4,-54.0336,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.30904 -4.98109 0.277712', '2.70882 -5.2548 0.243983', '3.39678 -5.73433 0.0997569', '5.65853 -7.31085 0.573916', '5.52152 -7.40635 0.60264', '1.24107 -4.42273 1.5']"
4,-54.3385,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.27454 -7.06578 0.365702', '4.8613 -7.40635 0.481913', '1.24107 -4.42273 1.5']"
4,-54.3797,Tx-R-R-D-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30088 -6.10706 0.0997569', '2.10453 -7.40635 0.307709', '1.89409 -6.01385 0.530578', '1.6863 -7.40635 0.839054', '1.24107 -4.42273 1.5']"
4,-54.433,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30371 -5.83302 0.418438', '4.98716 -7.40635 0.791859', '5.65853 -7.01272 0.885284', '1.24107 -4.42273 1.5']"
5,-13.5933,Tx-Rx,2,"['2.48996 -4.85594 0.3', '1.74106 -4.4207 1.5']"
5,-30.1141,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.14495 -7.40635 0.852831', '1.74106 -4.4207 1.5']"
5,-31.2372,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30388 -5.97967 0.544263', '2.12189 -7.40635 0.853293', '1.74106 -4.4207 1.5']"
5,-36.7522,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -4.80249 0.281995', '1.74106 -4.4207 1.5']"
5,-37.6488,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.65853 -7.33143 0.836591', '5.56263 -7.40635 0.852831', '1.74106 -4.4207 1.5']"
5,-37.9296,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.7061 -4.80264 0.281014', '1.74106 -4.4207 1.5']"
5,-38.4775,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.39468 -4.66317 0.831486', '1.74106 -4.4207 1.5']"
5,-38.9552,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.71154 -5.02697 0.282976', '5.65853 -7.33024 0.80546', '5.56114 -7.40635 0.822727', '1.74106 -4.4207 1.5']"
5,-39.5251,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.00953 -4.57673 3.02001', '1.74106 -4.4207 1.5']"
5,-40.5861,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.71154 -4.84145 0.282976', '5.39468 -4.66329 0.798294', '1.74106 -4.4207 1.5']"
5,-42.8633,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.39626 -5.54858 0.0997569', '2.14495 -7.40635 0.636845', '1.74106 -4.4207 1.5']"
5,-43.1518,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '3.12613 -5.34367 0.131867', '5.65853 -7.32579 0.669037', '5.5556 -7.40635 0.690871', '1.74106 -4.4207 1.5']"
5,-43.4429,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.3747 -5.54349 0.0997569', '2.30138 -5.98086 0.227139', '2.12031 -7.40635 0.638475', '1.74106 -4.4207 1.5']"
5,-43.9722,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -4.6624 0.923373', '1.74106 -4.4207 1.5']"
5,-44.2431,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.20114 -5.82232 0.645764', '1.74106 -4.4207 1.5']"
5,-44.8047,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.7061 -4.80222 0.245683', '1.74106 -4.4207 1.5']"
5,-46.3702,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30882 -4.98968 0.289929', '2.71154 -5.28476 0.282976', '5.5631 -7.40635 0.788542', '5.65853 -7.33535 0.80546', '1.74106 -4.4207 1.5']"
5,-46.6324,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34309 -4.66247 0.919629', '1.74106 -4.4207 1.5']"
5,-47.5068,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.39468 -4.66464 0.702771', '1.74106 -4.4207 1.5']"
5,-47.5141,Tx-R-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.65853 -6.06914 0.562975', '2.16606 -7.40635 0.852831', '-1.94533 -5.83217 1.19405', '1.74106 -4.4207 1.5']"
5,-47.6182,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -4.66192 0.961968', '1.74106 -4.4207 1.5']"
5,-48.3716,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.71154 -4.94073 0.282976', '5.65853 -6.06909 0.534891', '2.16598 -7.40635 0.833442', '-1.94533 -5.83218 1.18488', '1.74106 -4.4207 1.5']"
5,-48.4827,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30656 -5.03384 0.40058', '5.52536 -7.40635 0.887389', '5.65853 -7.30819 0.90753', '1.74106 -4.4207 1.5']"
5,-48.5536,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.28096 -6.99297 0.372122', '5.65853 -7.29178 0.471273', '5.51375 -7.40635 0.509292', '1.74106 -4.4207 1.5']"
5,-48.6285,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '3.12743 -5.34367 0.123928', '3.23685 -5.42933 0.0997569', '5.65853 -7.32517 0.634679', '5.55483 -7.40635 0.657586', '1.74106 -4.4207 1.5']"
5,-48.6329,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.93748 -5.19869 0.282976', '5.28096 -6.99348 0.372122', '5.65853 -7.29225 0.471273', '5.51432 -7.40635 0.509143', '1.74106 -4.4207 1.5']"
5,-49.4388,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.16148 -7.40635 0.528928', '1.97751 -5.97802 0.657134', '1.74106 -4.4207 1.5']"
5,-49.622,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30851 -4.98992 0.305967', '5.55937 -7.40635 0.840078', '5.65853 -7.33264 0.856371', '1.74106 -4.4207 1.5']"
5,-49.7062,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.3086 -4.84523 0.289933', '2.71154 -4.82028 0.282976', '5.39468 -4.65108 0.798294', '1.74106 -4.4207 1.5']"
5,-50.0174,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.3096 -4.99013 0.248845', '2.79256 -5.34367 0.131867', '5.56419 -7.40635 0.690871', '5.65853 -7.33614 0.709899', '1.74106 -4.4207 1.5']"
5,-50.2623,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30857 -4.81941 0.289601', '2.70683 -4.73808 0.281995', '1.74106 -4.4207 1.5']"
5,-50.5449,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30858 -4.8194 0.289289', '2.7061 -4.7382 0.281014', '1.74106 -4.4207 1.5']"
5,-50.6841,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.20821 -5.8164 0.626339', '1.74106 -4.4207 1.5']"
5,-51.4998,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.25943 -7.40635 0.510698', '2.13311 -6.00883 0.62615', '2.00811 -7.40635 0.904768', '1.74106 -4.4207 1.5']"
5,-51.6787,Tx-R-R-D-Rx,5,"['2.48996 -4.85594 0.3', '2.3525 -5.90727 0.0997569', '2.1565 -7.40635 0.385284', '1.97131 -5.9899 0.655068', '1.74106 -4.4207 1.5']"
5,-51.735,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.18568 -4.65173 3.02001', '1.91191 -4.46799 0.572758', '1.74106 -4.4207 1.5']"
5,-51.7384,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.28096 -4.68002 0.372122', '5.48989 -4.66633 0.431665', '1.74106 -4.4207 1.5']"
5,-51.8423,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.93748 -4.82773 0.282976', '5.28096 -4.67998 0.372122', '5.48989 -4.66629 0.431665', '1.74106 -4.4207 1.5']"
5,-52.222,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.31005 -4.99662 0.237191', '2.78615 -5.34367 0.141268', '2.83249 -5.37812 0.131867', '5.5604 -7.40635 0.685311', '5.65853 -7.33339 0.70522', '1.74106 -4.4207 1.5']"
5,-52.6609,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '5.28096 -5.92085 0.372122', '5.65853 -6.06554 0.408621', '2.15958 -7.40635 0.746851', '-1.94533 -5.83334 1.14365', '1.74106 -4.4207 1.5']"
5,-52.783,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.93748 -5.02675 0.282976', '5.28096 -5.92119 0.372122', '5.65853 -6.06587 0.408621', '2.16016 -7.40635 0.746795', '-1.94533 -5.83323 1.14365', '1.74106 -4.4207 1.5']"
5,-53.867,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.31041 -4.99987 0.232183', '2.78615 -5.35417 0.123928', '2.90137 -5.43965 0.0997569', '5.55203 -7.40635 0.65583', '5.65853 -7.32734 0.678172', '1.74106 -4.4207 1.5']"
5,-53.9977,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.20228 -5.8351 0.659617', '1.74106 -4.4207 1.5']"
5,-54.1334,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.30905 -4.98914 0.277711', '2.70882 -5.28049 0.243983', '3.35009 -5.75781 0.0997569', '5.56487 -7.40635 0.597875', '5.65853 -7.33664 0.61894', '1.74106 -4.4207 1.5']"
5,-54.1894,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30371 -5.83303 0.423785', '4.81341 -7.40635 0.795194', '5.65853 -6.87655 0.920262', '1.74106 -4.4207 1.5']"
5,-54.2922,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.30966 -4.99349 0.246202', '2.78615 -5.35094 0.123928', '2.90137 -5.43648 0.0997569', '5.55461 -7.40635 0.656371', '5.65853 -7.3292 0.678172', '1.74106 -4.4207 1.5']"
5,-54.2965,Tx-R-R-D-R-Rx,6,"['2.48996 -4.85594 0.3', '2.37615 -6.10185 0.0997569', '2.257 -7.40635 0.309418', '2.12976 -6.01336 0.533299', '2.0061 -7.40635 0.840842', '1.74106 -4.4207 1.5']"
5,-54.5835,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35641 -4.65121 1.76629', '1.74106 -4.4207 1.5']"
5,-54.8234,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.96519 -4.82409 0.282976', '5.27454 -4.66929 0.365702', '1.74106 -4.4207 1.5']"
5,-54.8362,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.27454 -4.66933 0.365702', '1.74106 -4.4207 1.5']"
6,-12.4323,Tx-Rx,2,"['2.48996 -4.85594 0.3', '2.24056 -4.4383 1.5']"
6,-26.1132,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.2974 -4.75796 0.506351', '2.24056 -4.4383 1.5']"
6,-29.9193,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.3747 -7.40635 0.854595', '2.24056 -4.4383 1.5']"
6,-31.0047,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.45876 -4.80369 0.0997569', '2.24056 -4.4383 1.5']"
6,-32.0658,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.7061 -4.7964 0.281014', '2.24056 -4.4383 1.5']"
6,-32.564,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30964 -5.92644 0.533142', '2.28666 -7.40635 0.854834', '2.24056 -4.4383 1.5']"
6,-34.0988,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29799 -4.75931 0.504881', '2.24056 -4.4383 1.5']"
6,-36.0012,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -4.79622 0.281995', '2.24056 -4.4383 1.5']"
6,-37.6342,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.53399 -7.40635 0.854595', '5.65853 -7.30201 0.877284', '2.24056 -4.4383 1.5']"
6,-38.6363,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.42751 -4.80035 0.0997569', '2.30355 -4.68997 0.497275', '2.24056 -4.4383 1.5']"
6,-38.9858,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.71154 -5.03892 0.282976', '5.53577 -7.40635 0.822991', '5.65853 -7.30345 0.846463', '2.24056 -4.4383 1.5']"
6,-39.5814,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.32997 -4.58802 3.02001', '2.24056 -4.4383 1.5']"
6,-42.7576,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -4.6552 0.923373', '2.24056 -4.4383 1.5']"
6,-42.8395,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.45876 -5.54638 0.0997569', '2.3747 -7.40635 0.639197', '2.24056 -4.4383 1.5']"
6,-43.2151,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '3.08304 -5.34367 0.131867', '5.54046 -7.40635 0.692827', '5.65853 -7.30725 0.71978', '2.24056 -4.4383 1.5']"
6,-43.8829,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30856 -4.81618 0.289601', '2.70683 -4.72777 0.281995', '2.24056 -4.4383 1.5']"
